id,total_count,hourly_count,time,conf,thresh,number_of_snaps,store_uid_id,date
,0,0,19,25,45,6,70164772,2021-02-23
,0,0,20,25,45,6,70164772,2021-02-23
,17,0,23,25,45,6,70164772,2021-02-23
,0,0,23,25,45,6,70145273,2021-02-23
,0,0,9,25,45,6,70144774,2021-02-23
,0,0,10,25,45,6,70144774,2021-02-23
,0,0,11,25,45,6,70144774,2021-02-23
,0,0,12,25,45,6,70144774,2021-02-23
,0,0,13,25,45,6,70144774,2021-02-23
,0,0,14,25,45,6,70144774,2021-02-23
,0,0,15,25,45,6,70144774,2021-02-23
,0,0,16,25,45,6,70144774,2021-02-23
,0,0,17,25,45,6,70144774,2021-02-23
,0,0,18,25,45,6,70144774,2021-02-23
,0,0,19,25,45,6,70144774,2021-02-23
,0,0,20,25,45,6,70144774,2021-02-23
,8,0,23,25,45,6,70144774,2021-02-23
,0,0,9,25,45,6,70144784,2021-02-23
,0,0,10,25,45,6,70144784,2021-02-23
,0,0,11,25,45,6,70144784,2021-02-23
,0,0,12,25,45,6,70144784,2021-02-23
,0,0,13,25,45,6,70144784,2021-02-23
,0,0,14,25,45,6,70144784,2021-02-23
,0,0,15,25,45,6,70144784,2021-02-23
,0,0,16,25,45,6,70144784,2021-02-23
,0,0,17,25,45,6,70144784,2021-02-23
,0,0,18,25,45,6,70144784,2021-02-23
,0,0,19,25,45,6,70144784,2021-02-23
,0,0,20,25,45,6,70144784,2021-02-23
,7,0,23,25,45,6,70144784,2021-02-23
,0,0,9,25,45,6,70144536,2021-02-23
,0,0,10,25,45,6,70144536,2021-02-23
,0,0,11,25,45,6,70144536,2021-02-23
,0,0,12,25,45,6,70144536,2021-02-23
,0,0,13,25,45,6,70144536,2021-02-23
,0,0,14,25,45,6,70144536,2021-02-23
,0,0,15,25,45,6,70144536,2021-02-23
,0,0,16,25,45,6,70144536,2021-02-23
,0,0,17,25,45,6,70144536,2021-02-23
,0,0,18,25,45,6,70144536,2021-02-23
,0,0,19,25,45,6,70144536,2021-02-23
,0,0,20,25,45,6,70144536,2021-02-23
,32,0,23,25,45,6,70144536,2021-02-23
,0,0,9,25,45,6,70144866,2021-02-23
,0,0,10,25,45,6,70144866,2021-02-23
,0,0,11,25,45,6,70144866,2021-02-23
,0,0,12,25,45,6,70144866,2021-02-23
,0,0,13,25,45,6,70144866,2021-02-23
,0,0,14,25,45,6,70144866,2021-02-23
,0,0,15,25,45,6,70144866,2021-02-23
,0,0,16,25,45,6,70144866,2021-02-23
,0,0,17,25,45,6,70144866,2021-02-23
,0,0,18,25,45,6,70144866,2021-02-23
,0,0,19,25,45,6,70144866,2021-02-23
,0,0,20,25,45,6,70144866,2021-02-23
,15,0,23,25,45,6,70144866,2021-02-23
,0,0,9,25,45,6,70144775,2021-02-23
,0,0,10,25,45,6,70144775,2021-02-23
,0,0,11,25,45,6,70144775,2021-02-23
